name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
(India) Dell EcoLoop Urban Backpack - Blue - CP4523B,https://www.amazon.in/India-Dell-EcoLoop-Urban-Backpack/dp/B09V1L5TXN/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-198,4.0 out of 5 stars,38,1999,B09V1L5TXN,"Dell, Dell","Product Type: Notebook carrying backpack
Notebook Compatibility: 57""
Capacity: 20 litres
Product Material: 100% recycled plastic, 420D fabric
Carrying Strap: Carrying strap, adjustable shoulder carrying straps
› See more product details","Information
Technical Details
Brand Dell
Manufacturer Dell, Dell
Series Ecoloop
Colour Blue
Item Height 45 Centimeters
Item Width 35 Centimeters
Product Dimensions 15 x 35 x 45 cm; 540 Grams
Item model number CP4523B
Are Batteries Included No
Included Components Documents, personal accessories, organiser front pocket, slip pockets, pencil slot, vertical front pocket
Manufacturer Dell
Country of Origin China
Item Weight 540 g
Additional Information
ASIN B09V1L5TXN
Customer Reviews 4.0
38 ratings
4.0 out of 5 stars
Best Sellers Rank #3,661 in Computers & Accessories (See Top 100 in Computers & Accessories)
#258 in Laptop Backpacks
Date First Available 30 May 2022
Packer Dell
Importer DIVYASREE GREENS,GR FLOOR,SY NOS.12/1 12/2A AND 13/1A, GHALLAGHATTA VILLAGE VARTHUR HOBLI, BANGALORE KA IN 560071
Item Dimensions LxWxH 15 x 35 x 45 Centimeters
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07WSBV3BN/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-199,3.7 out of 5 stars,11928,249,B07WSBV3BN,No,"Non-Toxic and soft fabric good quality and washable
Soft and cuddly filling printed work
Soft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bag
Very attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved one
trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper","Is Discontinued By Manufacturer : No
Product Dimensions : 10.01 x 19.99 x 30 cm; 300 Grams
Date First Available : 31 December 2015
Manufacturer : Rushi Enterprise
ASIN : B07WSBV3BN
Item model number : IMP-BAG-FUNKY_PANDA-PINK.
Country of Origin : India
Department : unisex-adult
Manufacturer : Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer : Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight : 300 g
Item Dimensions LxWxH : 10 x 20 x 30 Centimeters
Net Quantity : 1 Count
Included Components : Kids Bag
Generic Name : Kids Bag"
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-200,3.9 out of 5 stars,1014,549,B09TPY1G1W,ADISA,"Material: Water Resistant Light-Weight Polyester<br>
Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>
Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>
Closure Type: Zipper<br>","Product Dimensions : 32 x 20 x 47 cm; 530 Grams
Date First Available : 1 March 2022
Manufacturer : ADISA
ASIN : B09TPY1G1W
Item model number : BP041
Country of Origin : India
Department : Men
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 530 g
Item Dimensions LxWxH : 32 x 20 x 47 Centimeters
Net Quantity : 1.00 count
Included Components : Laptop backpack only
Generic Name : Laptop backpack"
"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-201,3.9 out of 5 stars,170,512,B09WZKHSDR,"Texcoco Enterprises, 9958166528, Texcoco Enterprises, 9958166528","✔ PERFECT SIZE & STORAGE SPACE: One separate laptop compartment hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop and Tablet. And spacious packing compartment roomy for daily necessities, iPad, charger, binders, books, clothes, stationary, college supplies, notebook, electronic accessories etc. Front pocket keep your wallet, phone, key, mobile etc. Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.
✔ COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .
✔ COMPACT AND EASY TO CARRY: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;
✔ MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.
✔ MADE IN INDIA: Bennett Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Bennett casual laptop backpack comes with 6 month warranty.
› See more product details","Bennett Casual Laptop Bag Information
Technical Details
Brand Bennett
Manufacturer Texcoco Enterprises, 9958166528, Texcoco Enterprises, 9958166528
Series bennett casual bag
Colour Grey
Item Height 50.8 Centimeters
Item Width 30.99 Centimeters
Product Dimensions 14.48 x 30.99 x 50.8 cm; 459 Grams
Item model number ben_cas_grey
Are Batteries Included No
Included Components Laptop Backpack
Manufacturer Texcoco Enterprises, 9958166528
Country of Origin India
Item Weight 459 g
Additional Information
ASIN B09WZKHSDR
Customer Reviews 3.9
170 ratings
3.9 out of 5 stars
Best Sellers Rank #7,499 in Computers & Accessories (See Top 100 in Computers & Accessories)
#536 in Laptop Backpacks
Date First Available 31 March 2022
Packer Texcoco Enterprises: Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), 9958166528
Importer Texcoco Enterprises, 9958166528
Item Dimensions LxWxH 14.5 x 31 x 50.8 Centimeters
Net Quantity 1 Count
Generic Name Laptop Backpack
Feedback
Would you like to tell us about a lower price?"
Wildcraft Hopper 1.0 Laptop Backpack 24L (Blue),https://www.amazon.in/Wildcraft-Hopper-Laptop-Backpack-Blue/dp/B07YNL6H8H/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-202,4.5 out of 5 stars,8,1390,B07YNL6H8H,sions : 50.1 x 36.6 x 7.1 cm; 450 Grams,"Care Instructions: Hand Wash Only
Capacity - 24 L
Colour : Blue
Extremely convenient to carry","Package Dimensions : 50.1 x 36.6 x 7.1 cm; 450 Grams
Date First Available : 2 October 2019
ASIN : B07YNL6H8H
Country of Origin : India
Item Weight : 450 g"
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-205,4.2 out of 5 stars,3874,1599,B083N3DCTM,A. H. Creation,"Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap<br> <br>
Age Range Description: Adult; Style Name: Country; Pattern Name: Solid; Strap Type: Cross-Body; Closure Type: Zipper; Pocket Description: Utility Pocket <br>
› See more product details","HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Information
Technical Details
Brand HEROZ
Manufacturer A. H. Creation
Model 058
Model Name HACKER
Product Dimensions 20 x 35 x 55 cm; 1.08 Kilograms
Item model number 058
Special Features Padded Handles, Shoulder Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Bottle Holder, Lightweight, Water Resistant
Number of items 1
Standing screen display size 17.3 Inches
Batteries Included No
Batteries Required No
Material Nylon
Manufacturer A. H. Creation
Country of Origin India
Item Weight 1 kg 80 g
Additional Information
ASIN B083N3DCTM
Customer Reviews 4.2
3,875 ratings
4.2 out of 5 stars
Best Sellers Rank #6,242 in Electronics (See Top 100 in Electronics)
#149 in Laptop Backpacks
Date First Available 8 January 2020
Item Dimensions LxWxH 20 x 35 x 55 Centimeters
Warranty & Support
Amazon.in Return Policy:Regardless of your statutory right of withdrawal, you enjoy a 30-day right of return for many products. For exceptions and conditions, see Return details.
Feedback
Would you like to tell us about a lower price?"
Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black),https://www.amazon.in/Gear-ltr-Black-Orange-DUFPRO2000106/dp/B00Z93WSVW/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-206,4.3 out of 5 stars,834,431,B00Z93WSVW,No,"Outer Material: Polyester, Inner Material: Polyester, Color: Black and Orange
Wear Resistant: Wear resistant, Water Resistance: Water proof
Capacity: 23 liters Weight: 0.340 kilograms Dimensions: 23 cms x 44 cms x 23 cms (LxWxH)
Number of compartments: 2
Strap Type: Adjustable
Padded front and base, multiple pockets, wet chamber
Warranty type: Manufacturer; 1 year from the date of purchase","Is Discontinued By Manufacturer : No
Product Dimensions : 23 x 44 x 23 cm; 340 Grams
Date First Available : 9 June 2015
Manufacturer : Gear Merchandise PVT LTD
ASIN : B00Z93WSVW
Item model number : DUFPRO2000106
Country of Origin : India
Department : Unisex
Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Item Weight : 340 g
Item Dimensions LxWxH : 23 x 44 x 23 Centimeters
Net Quantity : 1 count
Included Components : Duffel Bag
Generic Name : Bag"
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,https://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-207,3.8 out of 5 stars,2493,339,B07GXX2BP3,No,Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant,"Is Discontinued By Manufacturer : No
Product Dimensions : 16 x 29 x 45 cm; 290 Grams
Date First Available : 28 August 2018
Manufacturer : Rushi Enterprise
ASIN : B07GXX2BP3
Item model number : CLASY-WHT-BLK-RD
Country of Origin : India
Department : Unisex Kids
Manufacturer : Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer : Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight : 290 g
Item Dimensions LxWxH : 16 x 29 x 45 Centimeters
Net Quantity : 1 Count
Included Components : Laptop School Backpack
Generic Name : School Backpack"
"Ant Esports Knight Cobra 23, Large 38L Stylish unisex backpack with USB Charging Port, Earphone/Headphone Port, with rain protection cover and reflective strip, fits upto 17"" Laptop-Dynamic Blue",https://www.amazon.in/Ant-Esports-Knight-protection-Laptop-Dynamic/dp/B0BZ4WCJHR/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-208,4.0 out of 5 stars,5,699,B0BZ4WCJHR,"Ant Esports, Ant Esports","· HIGH QUALITY MATERIAL: The laptop backpack is made of good eco-friendly canvas poly fabric with new function of water-repellent.
· External dimensions: 20""x14.1""x8.6"". Item Weight: Approx 1.1 Kg.
· MULTI-LAYERED COMPARTMENT: Larger roomy compartments can provide separated space for laptop, iPad, Tabs, A4 files, wallet, clothes, power bank, lunch box and other small office carry items. Zippered front pocket can hold some small but commonly used items.
· EXTERNAL USB DESIGN: Built-in USB PORT is convenient to charge your electronic device by the connected power bank (POWER BANK IS NOT INCLUDED) and supports earphones/headphone port also.
· DURABLE & COMFORTABLE: High-quality zippers and hardware assure wonderful visual and usage effect. Stylish handles match well with stylish design. The good quality rain cover ensures complete care from water when exposed to rain. Ergonomics and adjustable padding shoulder straps and sturdy handle offer you comfort carrying for a long time.
· GREAT CONVENIENCE: This Large unisex backpack is smart, trendy, and stylish in looks. The multipurpose backpack looks smart, athletic, and venturesome and the blend of blue and yellow makes it appear exquisite.
ENDURING & LONG LASTING: The premium polyester backpack is made up of highly durable material, which makes it suitable for all weather conditions including rain & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.
› See more product details","Product information
Technical Details
Brand Ant Esports
Manufacturer Ant Esports, Ant Esports
Series Knight Cobra-23-Blue
Colour Dynamic Blue
Item Height 50.8 Centimeters
Item Width 35.8 Centimeters
Product Dimensions 21.8 x 35.8 x 50.8 cm; 1.1 Kilograms
Item model number Knight Cobra-23-Blue
Included Components Manual
Manufacturer Ant Esports
Country of Origin India
Item Weight 1 kg 100 g
Additional Information
ASIN B0BZ4WCJHR
Customer Reviews 4.0
5 ratings
4.0 out of 5 stars
Best Sellers Rank #28,506 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,694 in Laptop Backpacks
Date First Available 21 March 2023
Packer Ant Esports
Importer Acro Engineering Company
Item Dimensions LxWxH 21.8 x 35.8 x 50.8 Centimeters
Net Quantity 1 Count
Generic Name Laptop Backpack
Feedback
Would you like to tell us about a lower price?"
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-209,4.2 out of 5 stars,1231,359,B07GCR84D9,No,"Premium Durable Material - This bag is made of high quality,durable material.
Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.","Is Discontinued By Manufacturer : No
Product Dimensions : 45 x 23 x 23 cm; 310 Grams
Date First Available : 10 August 2018
Manufacturer : Sfane
ASIN : B07GCR84D9
Item model number : ORANGEBLACK
Country of Origin : India
Department : Unisex
Manufacturer : Sfane, Sfane Trends Pvt Limited
Packer : Sfane Trends
Importer : Sfane Trends
Item Weight : 310 g
Item Dimensions LxWxH : 45 x 23 x 23 Centimeters
Net Quantity : 1.00 count"
Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Y7N1Q/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-210,3.7 out of 5 stars,147,649,B0C23Y7N1Q,Half_Moon,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.
Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.
Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.
Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.
FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc","Product Dimensions : 45 x 33 x 25 cm; 450 Grams
Date First Available : 11 April 2023
Manufacturer : Half_Moon
ASIN : B0C23Y7N1Q
Item model number : Aztec35_MT
Country of Origin : India
Department : unisex-adult
Manufacturer : Half_Moon
Item Weight : 450 g
Item Dimensions LxWxH : 45 x 33 x 25 Centimeters"
